title,pdf_url,has_compute,has_energy,has_carbon,compute_matches,energy_matches,carbon_matches
Overcoming the Curse of Dimensionality in Reinforcement Learning Through Approximate Factorization,https://raw.githubusercontent.com/mlresearch/v267/main/assets/lu25j/lu25j.pdf,False,True,False,,kWh,
MIRROR: Make Your Object-Level Multi-View Generation More Consistent with Training-Free Rectification,https://raw.githubusercontent.com/mlresearch/v267/main/assets/xing25b/xing25b.pdf,True,False,False,A100; L40,,
Position: Democratic AI is Possible. The Democracy Levels Framework Shows How It Might Work.,https://raw.githubusercontent.com/mlresearch/v267/main/assets/ovadya25a/ovadya25a.pdf,False,False,False,,,
SeedLoRA: A Fusion Approach to Efficient LLM Fine-Tuning,https://raw.githubusercontent.com/mlresearch/v267/main/assets/liu25o/liu25o.pdf,True,False,False,A100; H100; training\s+time,,
A Two-Stage Learning-to-Defer Approach for Multi-Task Learning,https://raw.githubusercontent.com/mlresearch/v267/main/assets/montreuil25b/montreuil25b.pdf,True,False,True,H100; FLOPs,,CO2; LCA
Learning the RoPEs: Better 2D and 3D Position Encodings with STRING,https://raw.githubusercontent.com/mlresearch/v267/main/assets/schenck25a/schenck25a.pdf,False,False,True,,,carbon\s+footprint
Provably Improving Generalization of Few-shot models with Synthetic Data,https://raw.githubusercontent.com/mlresearch/v267/main/assets/nguyen25h/nguyen25h.pdf,False,False,False,,,
Improving Transformer World Models for Data-Efficient RL,https://raw.githubusercontent.com/mlresearch/v267/main/assets/dedieu25a/dedieu25a.pdf,True,False,False,A100; H100; training\s+time,,
DriveGPT: Scaling Autoregressive Behavior Models for Driving,https://raw.githubusercontent.com/mlresearch/v267/main/assets/huang25ak/huang25ak.pdf,True,False,False,H100; compute\s+budget; FLOPs,,
EvoControl: Multi-Frequency Bi-Level Control for High-Frequency Continuous Control,https://raw.githubusercontent.com/mlresearch/v267/main/assets/holt25a/holt25a.pdf,True,True,True,H100; training\s+time; wall[\s\-]?clock; accelerator,kWh,LCA
Transfer Q-Learning with Composite MDP Structures,https://raw.githubusercontent.com/mlresearch/v267/main/assets/chai25b/chai25b.pdf,False,False,False,,,
On the Clean Generalization and Robust Overfitting in Adversarial Training from Two Theoretical Views: Representation Complexity and Training Dynamics,https://raw.githubusercontent.com/mlresearch/v267/main/assets/li25ba/li25ba.pdf,False,False,False,,,
SMART-PC: Skeletal Model Adaptation for Robust Test-Time Training in Point Clouds,https://raw.githubusercontent.com/mlresearch/v267/main/assets/bahri25a/bahri25a.pdf,True,False,False,A6000,,
Algorithm Development in Neural Networks: Insights from the Streaming Parity Task,https://raw.githubusercontent.com/mlresearch/v267/main/assets/van-rossem25a/van-rossem25a.pdf,False,False,False,,,
Fixing the Double Penalty in Data-Driven Weather Forecasting Through a Modified Spherical Harmonic Loss Function,https://raw.githubusercontent.com/mlresearch/v267/main/assets/subich25a/subich25a.pdf,True,False,False,A100; training\s+time,,
BanditSpec: Adaptive Speculative Decoding via Bandit Algorithms,https://raw.githubusercontent.com/mlresearch/v267/main/assets/hou25h/hou25h.pdf,True,False,False,A100; RTX\s?\d{4}; GPU\s+memory,,
Low-distortion and GPU-compatible Tree Embeddings in Hyperbolic Space,https://raw.githubusercontent.com/mlresearch/v267/main/assets/van-spengler25a/van-spengler25a.pdf,False,False,False,,,
Position: Rethinking LLM Bias Probing Using Lessons from the Social Sciences,https://raw.githubusercontent.com/mlresearch/v267/main/assets/morehouse25a/morehouse25a.pdf,False,False,False,,,
Otter: Generating Tests from Issues to Validate SWE Patches,https://raw.githubusercontent.com/mlresearch/v267/main/assets/ahmed25b/ahmed25b.pdf,False,False,False,,,
Exploring Invariance in Images through One-way Wave Equations,https://raw.githubusercontent.com/mlresearch/v267/main/assets/chen25g/chen25g.pdf,True,False,True,V100; training\s+time; FLOPs,,LCA
Which Attention Heads Matter for In-Context Learning?,https://raw.githubusercontent.com/mlresearch/v267/main/assets/yin25e/yin25e.pdf,False,False,False,,,
Off-Policy Evaluation under Nonignorable Missing Data,https://raw.githubusercontent.com/mlresearch/v267/main/assets/wang25dt/wang25dt.pdf,False,False,False,,,
EFDTR: Learnable Elliptical Fourier Descriptor Transformer for Instance Segmentation,https://raw.githubusercontent.com/mlresearch/v267/main/assets/cao25c/cao25c.pdf,False,False,False,,,
Do Vision-Language Models Really Understand Visual Language?,https://raw.githubusercontent.com/mlresearch/v267/main/assets/hou25c/hou25c.pdf,True,False,False,FLOPs,,
Branches: Efficiently Seeking Optimal Sparse Decision Trees via AO*,https://raw.githubusercontent.com/mlresearch/v267/main/assets/chaouki25a/chaouki25a.pdf,False,False,True,,,LCA
Theoretical guarantees on the best-of-n alignment policy,https://raw.githubusercontent.com/mlresearch/v267/main/assets/beirami25a/beirami25a.pdf,True,False,False,compute\s+budget,,
R*: Efficient Reward Design via Reward Structure Evolution and Parameter Alignment Optimization with Large Language Models,https://raw.githubusercontent.com/mlresearch/v267/main/assets/li25v/li25v.pdf,True,False,False,RTX\s?\d{4}; GPU\s+memory,,
Efficient Network Automatic Relevance Determination,https://raw.githubusercontent.com/mlresearch/v267/main/assets/zhang25co/zhang25co.pdf,False,False,False,,,
$∞$-Video: A Training-Free Approach to Long Video Understanding via Continuous-Time Memory Consolidation,https://raw.githubusercontent.com/mlresearch/v267/main/assets/santos25a/santos25a.pdf,False,True,True,,energy\s+consumption,LCA
TimeFilter: Patch-Specific Spatial-Temporal Graph Filtration for Time Series Forecasting,https://raw.githubusercontent.com/mlresearch/v267/main/assets/hu25ac/hu25ac.pdf,True,True,False,A100,kWh; kilowatt[\s\-]?hour; watt[\s\-]?hour,
Are Sparse Autoencoders Useful? A Case Study in Sparse Probing,https://raw.githubusercontent.com/mlresearch/v267/main/assets/kantamneni25a/kantamneni25a.pdf,False,False,False,,,
Learning Vision and Language Concepts for Controllable Image Generation,https://raw.githubusercontent.com/mlresearch/v267/main/assets/xie25g/xie25g.pdf,True,False,False,H100,,
Clone-Robust AI Alignment,https://raw.githubusercontent.com/mlresearch/v267/main/assets/procaccia25a/procaccia25a.pdf,False,True,False,,MWh,
SPMC: Self-Purifying Federated Backdoor Defense via Margin Contribution,https://raw.githubusercontent.com/mlresearch/v267/main/assets/he25f/he25f.pdf,False,False,False,,,
The Four Color Theorem for Cell Instance Segmentation,https://raw.githubusercontent.com/mlresearch/v267/main/assets/zhang25do/zhang25do.pdf,True,False,False,A100; training\s+time; FLOPs,,
Maintaining Proportional Committees with Dynamic Candidate Sets,https://raw.githubusercontent.com/mlresearch/v267/main/assets/dong25j/dong25j.pdf,False,False,False,,,
Adaptive Data Collection for Robust Learning Across Multiple Distributions,https://raw.githubusercontent.com/mlresearch/v267/main/assets/zang25a/zang25a.pdf,False,False,False,,,
LOGO — Long cOntext aliGnment via efficient preference Optimization,https://raw.githubusercontent.com/mlresearch/v267/main/assets/tang25j/tang25j.pdf,True,False,True,training\s+time; GPU\s+memory,,LCA
Optimal transport-based conformal prediction,https://raw.githubusercontent.com/mlresearch/v267/main/assets/thurin25a/thurin25a.pdf,False,False,False,,,
Stable Offline Value Function Learning with Bisimulation-based Representations,https://raw.githubusercontent.com/mlresearch/v267/main/assets/pavse25a/pavse25a.pdf,False,False,False,,,
Learn from Downstream and Be Yourself in Multimodal Large Language Models Fine-Tuning,https://raw.githubusercontent.com/mlresearch/v267/main/assets/huang25q/huang25q.pdf,False,False,False,,,
Representative Language Generation,https://raw.githubusercontent.com/mlresearch/v267/main/assets/peale25a/peale25a.pdf,False,False,False,,,
Learning to Trust Bellman Updates: Selective State-Adaptive Regularization for Offline RL,https://raw.githubusercontent.com/mlresearch/v267/main/assets/luo25p/luo25p.pdf,True,False,False,training\s+time,,
Fast Inference with Kronecker-Sparse Matrices,https://raw.githubusercontent.com/mlresearch/v267/main/assets/gonon25b/gonon25b.pdf,True,True,True,A100; V100; RTX\s?\d{4}; FLOPs; GPU\s+memory,energy\s+consumption; joule,LCA
Accelerating PDE-Constrained Optimization by the Derivative of Neural Operators,https://raw.githubusercontent.com/mlresearch/v267/main/assets/cheng25f/cheng25f.pdf,True,False,False,V100; wall[\s\-]?clock,,
Copilot Arena: A Platform for Code LLM Evaluation in the Wild,https://raw.githubusercontent.com/mlresearch/v267/main/assets/chi25a/chi25a.pdf,False,True,False,,MWh,
Directly Forecasting Belief for Reinforcement Learning with Delays,https://raw.githubusercontent.com/mlresearch/v267/main/assets/wu25ag/wu25ag.pdf,True,False,False,training\s+time,,
A Bregman Proximal Viewpoint on Neural Operators,https://raw.githubusercontent.com/mlresearch/v267/main/assets/mezidi25a/mezidi25a.pdf,False,False,True,,,LCA
MASS: Mathematical Data Selection via Skill Graphs for Pretraining Large Language Models,https://raw.githubusercontent.com/mlresearch/v267/main/assets/li25dp/li25dp.pdf,True,False,True,GPU[\s\-]?hours?; A100,,LCA; sustainable\s+AI
Ringmaster ASGD: The First Asynchronous SGD with Optimal Time Complexity,https://raw.githubusercontent.com/mlresearch/v267/main/assets/maranjyan25b/maranjyan25b.pdf,False,True,False,,kWh,
Meta-Black-Box-Optimization through Offline Q-function Learning,https://raw.githubusercontent.com/mlresearch/v267/main/assets/ma25b/ma25b.pdf,True,False,False,training\s+time,,
Adversarial Perturbations Are Formed by Iteratively Learning Linear Combinations of the Right Singular Vectors of the Adversarial Jacobian,https://raw.githubusercontent.com/mlresearch/v267/main/assets/paniagua25a/paniagua25a.pdf,True,False,True,wall[\s\-]?clock,,LCA
Measuring Diversity in Synthetic Datasets,https://raw.githubusercontent.com/mlresearch/v267/main/assets/zhu25ac/zhu25ac.pdf,True,False,False,V100; training\s+time,,
Where is the Truth? The Risk of Getting Confounded in a Continual World,https://raw.githubusercontent.com/mlresearch/v267/main/assets/busch25a/busch25a.pdf,True,False,True,V100,,LCA
DipLLM: Fine-Tuning LLM for Strategic Decision-making in Diplomacy,https://raw.githubusercontent.com/mlresearch/v267/main/assets/xu25b/xu25b.pdf,False,False,False,,,
How Do Transformers Learn Variable Binding in Symbolic Programs?,https://raw.githubusercontent.com/mlresearch/v267/main/assets/wu25j/wu25j.pdf,False,False,True,,,LCA
Enhancing Treatment Effect Estimation via Active Learning: A Counterfactual Covering Perspective,https://raw.githubusercontent.com/mlresearch/v267/main/assets/wen25b/wen25b.pdf,False,False,False,,,
Bellman Unbiasedness: Toward Provably Efficient Distributional Reinforcement Learning with General Value Function Approximation,https://raw.githubusercontent.com/mlresearch/v267/main/assets/cho25a/cho25a.pdf,False,False,False,,,
Prediction-Aware Learning in Multi-Agent Systems,https://raw.githubusercontent.com/mlresearch/v267/main/assets/capitaine25a/capitaine25a.pdf,False,True,False,,kWh; MWh,
Learning with Expected Signatures: Theory and Applications,https://raw.githubusercontent.com/mlresearch/v267/main/assets/lucchese25a/lucchese25a.pdf,False,True,False,,kWh; MWh,
LEMoN: Label Error Detection using Multimodal Neighbors,https://raw.githubusercontent.com/mlresearch/v267/main/assets/zhang25b/zhang25b.pdf,True,False,False,A100; A6000; L40,,
RobustZero: Enhancing MuZero Reinforcement Learning Robustness to State Perturbations,https://raw.githubusercontent.com/mlresearch/v267/main/assets/li25bf/li25bf.pdf,True,False,False,RTX\s?\d{4}; training\s+time,,
InfoSEM: A Deep Generative Model with Informative Priors for Gene Regulatory Network Inference,https://raw.githubusercontent.com/mlresearch/v267/main/assets/cui25e/cui25e.pdf,False,False,False,,,
Code-Generated Graph Representations Using Multiple LLM Agents for Material Properties Prediction,https://raw.githubusercontent.com/mlresearch/v267/main/assets/huang25an/huang25an.pdf,False,False,False,,,
Efficient Time Series Processing for Transformers and State-Space Models through Token Merging,https://raw.githubusercontent.com/mlresearch/v267/main/assets/gotz25a/gotz25a.pdf,True,False,True,GPU[\s\-]?hours?; A100; V100; A6000; FLOPs; accelerator,,environmental\s+impact
Policy Filtration for RLHF to Mitigate Noise in Reward Models,https://raw.githubusercontent.com/mlresearch/v267/main/assets/zhang25bq/zhang25bq.pdf,False,False,False,,,
Position: Political Neutrality in AI Is Impossible — But Here Is How to Approximate It,https://raw.githubusercontent.com/mlresearch/v267/main/assets/fisher25a/fisher25a.pdf,True,False,False,A100,,
WILTing Trees: Interpreting the Distance Between MPNN Embeddings,https://raw.githubusercontent.com/mlresearch/v267/main/assets/negishi25a/negishi25a.pdf,False,False,False,,,
Not All Wrong is Bad: Using Adversarial Examples for Unlearning,https://raw.githubusercontent.com/mlresearch/v267/main/assets/ebrahimpour-boroojeny25a/ebrahimpour-boroojeny25a.pdf,False,False,False,,,
Position: Societal Impacts Research Requires Benchmarks for Creative Composition Tasks,https://raw.githubusercontent.com/mlresearch/v267/main/assets/shen25r/shen25r.pdf,False,False,False,,,
Audio Flamingo 2: An Audio-Language Model with Long-Audio Understanding and Expert Reasoning Abilities,https://raw.githubusercontent.com/mlresearch/v267/main/assets/ghosh25b/ghosh25b.pdf,True,False,True,GPU[\s\-]?hours?; A100,,LCA
e-GAI: e-value-based Generalized $α$-Investing for Online False Discovery Rate Control,https://raw.githubusercontent.com/mlresearch/v267/main/assets/zhang25cd/zhang25cd.pdf,True,False,False,A100,,
scSSL-Bench: Benchmarking Self-Supervised Learning for Single-Cell Data,https://raw.githubusercontent.com/mlresearch/v267/main/assets/ovcharenko25a/ovcharenko25a.pdf,True,False,False,training\s+time,,
EffiCoder: Enhancing Code Generation in Large Language Models through Efficiency-Aware Fine-tuning,https://raw.githubusercontent.com/mlresearch/v267/main/assets/huang25as/huang25as.pdf,False,True,True,,energy\s+consumption,LCA; sustainable\s+AI
AffinityFlow: Guided Flows for Antibody Affinity Maturation,https://raw.githubusercontent.com/mlresearch/v267/main/assets/chen25y/chen25y.pdf,False,False,False,,,
A Bayesian Model Selection Criterion for Selecting Pretraining Checkpoints,https://raw.githubusercontent.com/mlresearch/v267/main/assets/munn25a/munn25a.pdf,False,False,False,,,
PaperBench: Evaluating AI’s Ability to Replicate AI Research,https://raw.githubusercontent.com/mlresearch/v267/main/assets/starace25a/starace25a.pdf,True,False,True,A100,,LCA
SDP-CROWN: Efficient Bound Propagation for Neural Network Verification with Tightness of Semidefinite Programming,https://raw.githubusercontent.com/mlresearch/v267/main/assets/chiu25a/chiu25a.pdf,True,False,False,V100; GPU\s+memory,,
Ergodic Generative Flows,https://raw.githubusercontent.com/mlresearch/v267/main/assets/brunswic25a/brunswic25a.pdf,True,False,True,training\s+time,,LCA
LotteryCodec: Searching the Implicit Representation in a Random Network for Low-Complexity Image Compression,https://raw.githubusercontent.com/mlresearch/v267/main/assets/wu25e/wu25e.pdf,True,False,False,L40; training\s+time,,
Strategy Coopetition Explains the Emergence and Transience of In-Context Learning,https://raw.githubusercontent.com/mlresearch/v267/main/assets/singh25c/singh25c.pdf,True,False,True,training\s+time,,LCA
Improving Multi-Class Calibration through Normalization-Aware Isotonic Techniques,https://raw.githubusercontent.com/mlresearch/v267/main/assets/arad25a/arad25a.pdf,True,True,False,training\s+time; wall[\s\-]?clock,MWh,
Scaling Video-Language Models to 10K Frames via Hierarchical Differential Distillation,https://raw.githubusercontent.com/mlresearch/v267/main/assets/cheng25b/cheng25b.pdf,True,False,False,A100; FLOPs; GPU\s+memory,,
Incorporating Arbitrary Matrix Group Equivariance into KANs,https://raw.githubusercontent.com/mlresearch/v267/main/assets/hu25w/hu25w.pdf,True,False,False,RTX\s?\d{4},,
EmoGrowth: Incremental Multi-label Emotion Decoding with Augmented Emotional Relation Graph,https://raw.githubusercontent.com/mlresearch/v267/main/assets/fu25b/fu25b.pdf,False,False,True,,,LCA
One-dimensional Path Convolution,https://raw.githubusercontent.com/mlresearch/v267/main/assets/luo25m/luo25m.pdf,True,False,False,A100; FLOPs; GPU\s+memory,,
Janus: Dual-Server Multi-Round Secure Aggregation with Verifiability for Federated Learning,https://raw.githubusercontent.com/mlresearch/v267/main/assets/pu25a/pu25a.pdf,True,False,False,RTX\s?\d{4},,
Constrained Belief Updates Explain Geometric Structures in Transformer Representations,https://raw.githubusercontent.com/mlresearch/v267/main/assets/piotrowski25a/piotrowski25a.pdf,False,False,False,,,
Semantic Shift Estimation via Dual-Projection and Classifier Reconstruction for Exemplar-Free Class-Incremental Learning,https://raw.githubusercontent.com/mlresearch/v267/main/assets/he25d/he25d.pdf,True,False,False,FLOPs,,
Linear Transformers as VAR Models: Aligning Autoregressive Attention Mechanisms with Autoregressive Forecasting,https://raw.githubusercontent.com/mlresearch/v267/main/assets/lu25r/lu25r.pdf,True,False,True,RTX\s?\d{4}; FLOPs,,LCA
Efficient Molecular Conformer Generation with SO(3)-Averaged Flow Matching and Reflow,https://raw.githubusercontent.com/mlresearch/v267/main/assets/cao25b/cao25b.pdf,True,False,True,A100; wall[\s\-]?clock; GPU\s+memory,,CO2; LCA
COMRECGC: Global Graph Counterfactual Explainer through Common Recourse,https://raw.githubusercontent.com/mlresearch/v267/main/assets/fournier25a/fournier25a.pdf,False,False,False,,,
Convergence of Mean-Field Langevin Stochastic Descent-Ascent for Distributional Minimax Optimization,https://raw.githubusercontent.com/mlresearch/v267/main/assets/liu25al/liu25al.pdf,False,False,False,,,
Soup-of-Experts: Pretraining Specialist Models via Parameters Averaging,https://raw.githubusercontent.com/mlresearch/v267/main/assets/ablin25a/ablin25a.pdf,True,True,True,A100; training\s+time; FLOPs; pretraining\s+cost,kWh,LCA
Progressively Label Enhancement for Large Language Model Alignment,https://raw.githubusercontent.com/mlresearch/v267/main/assets/liu25cg/liu25cg.pdf,False,False,False,,,
SADA: Stability-guided Adaptive Diffusion Acceleration,https://raw.githubusercontent.com/mlresearch/v267/main/assets/jiang25h/jiang25h.pdf,True,False,False,A100,,
MVA: Linear Attention with High-order Query-Keys Integration and Multi-level Vocabulary Decomposition,https://raw.githubusercontent.com/mlresearch/v267/main/assets/ning25b/ning25b.pdf,True,False,True,GPU\s+memory,,LCA
FlexiClip: Locality-Preserving Free-Form Character Animation,https://raw.githubusercontent.com/mlresearch/v267/main/assets/khandelwal25a/khandelwal25a.pdf,True,False,False,V100,,
Principled Algorithms for Optimizing Generalized Metrics in Binary Classification,https://raw.githubusercontent.com/mlresearch/v267/main/assets/mao25d/mao25d.pdf,False,False,False,,,
Non-asymptotic Error Bounds in $\mathcalW_2$-Distance with Sqrt(d) Dimension Dependence and First Order Convergence for Langevin Monte Carlo beyond Log-Concavity,https://raw.githubusercontent.com/mlresearch/v267/main/assets/yang25al/yang25al.pdf,False,False,False,,,
Minimax Optimal Regret Bound for Reinforcement Learning with Trajectory Feedback,https://raw.githubusercontent.com/mlresearch/v267/main/assets/zhang25l/zhang25l.pdf,False,False,False,,,
Score-Based Diffusion Policy Compatible with Reinforcement Learning via Optimal Transport,https://raw.githubusercontent.com/mlresearch/v267/main/assets/sun25c/sun25c.pdf,True,False,False,A100,,
Leveraging Model Guidance to Extract Training Data from Personalized Diffusion Models,https://raw.githubusercontent.com/mlresearch/v267/main/assets/wu25as/wu25as.pdf,True,False,True,A100; GPU\s+memory,,LCA
Free Process Rewards without Process Labels,https://raw.githubusercontent.com/mlresearch/v267/main/assets/yuan25c/yuan25c.pdf,True,False,False,A100; FLOPs,,
Rethinking the Temperature for Federated Heterogeneous Distillation,https://raw.githubusercontent.com/mlresearch/v267/main/assets/qi25a/qi25a.pdf,True,False,False,RTX\s?\d{4}; FLOPs,,
On Path to Multimodal Generalist: General-Level and General-Bench,https://raw.githubusercontent.com/mlresearch/v267/main/assets/fei25a/fei25a.pdf,False,False,False,,,
Improving the Continuity of Goal-Achievement Ability via Policy Self-Regularization for Goal-Conditioned Reinforcement Learning,https://raw.githubusercontent.com/mlresearch/v267/main/assets/gong25g/gong25g.pdf,True,False,False,wall[\s\-]?clock,,
Fleet of Agents: Coordinated Problem Solving with Large Language Models,https://raw.githubusercontent.com/mlresearch/v267/main/assets/klein25a/klein25a.pdf,False,False,True,,,CO2; carbon\s+footprint; sustainable\s+AI
Primphormer: Efficient Graph Transformers with Primal Representations,https://raw.githubusercontent.com/mlresearch/v267/main/assets/he25t/he25t.pdf,False,True,False,,MWh,
From Thousands to Billions: 3D Visual Language Grounding via Render-Supervised Distillation from 2D VLMs,https://raw.githubusercontent.com/mlresearch/v267/main/assets/cao25a/cao25a.pdf,True,False,False,A100,,
Non-Asymptotic and Non-Lipschitzian Bounds on Optimal Values in Stochastic Optimization Under Heavy Tails,https://raw.githubusercontent.com/mlresearch/v267/main/assets/tong25a/tong25a.pdf,False,False,False,,,
Layer by Layer: Uncovering Hidden Representations in Language Models,https://raw.githubusercontent.com/mlresearch/v267/main/assets/skean25a/skean25a.pdf,False,False,False,,,
Learning Safe Control via On-the-Fly Bandit Exploration,https://raw.githubusercontent.com/mlresearch/v267/main/assets/capone25a/capone25a.pdf,False,False,True,,,LCA
Scalable Sobolev IPM for Probability Measures on a Graph,https://raw.githubusercontent.com/mlresearch/v267/main/assets/le25a/le25a.pdf,False,False,False,,,
Understanding Model Reprogramming for CLIP via Decoupling Visual Prompts,https://raw.githubusercontent.com/mlresearch/v267/main/assets/cai25i/cai25i.pdf,True,False,False,training\s+time,,
Robust Noise Attenuation via Adaptive Pooling of Transformer Outputs,https://raw.githubusercontent.com/mlresearch/v267/main/assets/brothers25a/brothers25a.pdf,True,False,False,training\s+time,,
On the Impact of Performative Risk Minimization for Binary Random Variables,https://raw.githubusercontent.com/mlresearch/v267/main/assets/tsoy25a/tsoy25a.pdf,False,False,False,,,
CAT: Contrastive Adversarial Training for Evaluating the Robustness of Protective Perturbations in Latent Diffusion Models,https://raw.githubusercontent.com/mlresearch/v267/main/assets/peng25e/peng25e.pdf,False,False,True,,,LCA
Representative Ranking for Deliberation in the Public Sphere,https://raw.githubusercontent.com/mlresearch/v267/main/assets/revel25a/revel25a.pdf,True,True,False,A100,kWh,
Convergence of Policy Mirror Descent Beyond Compatible Function Approximation,https://raw.githubusercontent.com/mlresearch/v267/main/assets/sherman25a/sherman25a.pdf,False,False,False,,,
Perceptually Constrained Precipitation Nowcasting Model,https://raw.githubusercontent.com/mlresearch/v267/main/assets/feng25h/feng25h.pdf,False,True,False,,TDP,
Attention-Level Speculation,https://raw.githubusercontent.com/mlresearch/v267/main/assets/cai25g/cai25g.pdf,True,True,False,A100; H100; FLOPs; accelerator,energy\s+efficiency,
Loss Functions and Operators Generated by f-Divergences,https://raw.githubusercontent.com/mlresearch/v267/main/assets/roulet25a/roulet25a.pdf,True,False,False,training\s+time,,
Learnware Specification via Dual Alignment,https://raw.githubusercontent.com/mlresearch/v267/main/assets/chen25as/chen25as.pdf,False,False,False,,,
R3DM: Enabling Role Discovery and Diversity Through Dynamics Models in Multi-agent Reinforcement Learning,https://raw.githubusercontent.com/mlresearch/v267/main/assets/goel25a/goel25a.pdf,True,False,False,training\s+time,,
Upcycling Text-to-Image Diffusion Models for Multi-Task Capabilities,https://raw.githubusercontent.com/mlresearch/v267/main/assets/chavhan25a/chavhan25a.pdf,True,False,False,A100; compute\s+budget; FLOPs,,
PlaySlot: Learning Inverse Latent Dynamics for Controllable Object-Centric Video Prediction and Planning,https://raw.githubusercontent.com/mlresearch/v267/main/assets/villar-corrales25a/villar-corrales25a.pdf,True,False,False,A100,,
Machine Learning meets Algebraic Combinatorics: A Suite of Datasets Capturing Research-level Conjecturing Ability in Pure Mathematics,https://raw.githubusercontent.com/mlresearch/v267/main/assets/chau25a/chau25a.pdf,True,False,False,A100,,
Concept-Based Unsupervised Domain Adaptation,https://raw.githubusercontent.com/mlresearch/v267/main/assets/xu25i/xu25i.pdf,False,False,False,,,
Beyond Self-Repellent Kernels: History-Driven Target Towards Efficient Nonlinear MCMC on General Graphs,https://raw.githubusercontent.com/mlresearch/v267/main/assets/hu25r/hu25r.pdf,False,False,False,,,
Probing Visual Language Priors in VLMs,https://raw.githubusercontent.com/mlresearch/v267/main/assets/luo25b/luo25b.pdf,True,True,False,L40,TDP,
Wrapped Gaussian on the manifold of Symmetric Positive Definite Matrices,https://raw.githubusercontent.com/mlresearch/v267/main/assets/de-surrel25a/de-surrel25a.pdf,False,False,False,,,
Concentration Distribution Learning from Label Distributions,https://raw.githubusercontent.com/mlresearch/v267/main/assets/tang25e/tang25e.pdf,True,False,False,RTX\s?\d{4},,
Ex-VAD: Explainable Fine-grained Video Anomaly Detection Based on Visual-Language Models,https://raw.githubusercontent.com/mlresearch/v267/main/assets/huang25ad/huang25ad.pdf,True,False,False,A100,,
Understanding Chain-of-Thought in LLMs through Information Theory,https://raw.githubusercontent.com/mlresearch/v267/main/assets/ton25a/ton25a.pdf,False,False,False,,,
AUTOCIRCUIT-RL: Reinforcement Learning-Driven LLM for Automated Circuit Topology Generation,https://raw.githubusercontent.com/mlresearch/v267/main/assets/vijayaraghavan25a/vijayaraghavan25a.pdf,True,True,False,V100,power\s+consumption,
Rethinking Aleatoric and Epistemic Uncertainty,https://raw.githubusercontent.com/mlresearch/v267/main/assets/bickford-smith25a/bickford-smith25a.pdf,False,False,False,,,
Agent Workflow Memory,https://raw.githubusercontent.com/mlresearch/v267/main/assets/wang25bx/wang25bx.pdf,False,False,False,,,
An Effective and Secure Federated Multi-View Clustering Method with Information-Theoretic Perspective,https://raw.githubusercontent.com/mlresearch/v267/main/assets/chen25az/chen25az.pdf,False,False,False,,,
SecEmb: Sparsity-Aware Secure Federated Learning of On-Device Recommender System with Large Embedding,https://raw.githubusercontent.com/mlresearch/v267/main/assets/mai25a/mai25a.pdf,False,False,False,,,
TokenSwift: Lossless Acceleration of Ultra Long Sequence Generation,https://raw.githubusercontent.com/mlresearch/v267/main/assets/wu25z/wu25z.pdf,True,False,False,A100; FLOPs,,
Defending LVLMs Against Vision Attacks Through Partial-Perception Supervision,https://raw.githubusercontent.com/mlresearch/v267/main/assets/zhou25z/zhou25z.pdf,True,False,False,A100,,
Distributionally Robust Active Learning for Gaussian Process Regression,https://raw.githubusercontent.com/mlresearch/v267/main/assets/takeno25a/takeno25a.pdf,False,False,False,,,
Doubly Robust Conformalized Survival Analysis with Right-Censored Data,https://raw.githubusercontent.com/mlresearch/v267/main/assets/sesia25a/sesia25a.pdf,False,False,False,,,
Wolfpack Adversarial Attack for Robust Multi-Agent Reinforcement Learning,https://raw.githubusercontent.com/mlresearch/v267/main/assets/lee25h/lee25h.pdf,True,False,False,RTX\s?\d{4}; training\s+time,,
Cross-environment Cooperation Enables Zero-shot Multi-agent Coordination,https://raw.githubusercontent.com/mlresearch/v267/main/assets/jha25b/jha25b.pdf,True,False,False,training\s+time; wall[\s\-]?clock,,
Inverse Bridge Matching Distillation,https://raw.githubusercontent.com/mlresearch/v267/main/assets/gushchin25b/gushchin25b.pdf,True,False,False,A100; training\s+time,,
Structured Preconditioners in Adaptive Optimization: A Unified Analysis,https://raw.githubusercontent.com/mlresearch/v267/main/assets/xie25j/xie25j.pdf,False,False,False,,,
Think Smarter not Harder: Adaptive Reasoning with Inference Aware Optimization,https://raw.githubusercontent.com/mlresearch/v267/main/assets/yu25s/yu25s.pdf,True,True,True,A100,kWh,carbon\s+footprint
Generalization Bounds via Meta-Learned Model Representations: PAC-Bayes and Sample Compression Hypernetworks,https://raw.githubusercontent.com/mlresearch/v267/main/assets/leblanc25a/leblanc25a.pdf,True,False,False,RTX\s?\d{4}; training\s+time,,
A Physics-Augmented Deep Learning Framework for Classifying Single Molecule Force Spectroscopy Data,https://raw.githubusercontent.com/mlresearch/v267/main/assets/hua25c/hua25c.pdf,False,False,True,,,LCA
Topology-aware Neural Flux Prediction Guided by Physics,https://raw.githubusercontent.com/mlresearch/v267/main/assets/jiang25i/jiang25i.pdf,False,False,True,,,LCA
SAE-V: Interpreting Multimodal Models for Enhanced Alignment,https://raw.githubusercontent.com/mlresearch/v267/main/assets/lou25b/lou25b.pdf,True,False,False,GPU\s+memory,,
